iter	Logloss
323	0.2645065188
324	0.2642459102
325	0.2639201222
326	0.2636716227
327	0.263506681
328	0.2633490732
329	0.263142228
330	0.2630253123
331	0.2628043425
332	0.262601403
333	0.26230847
334	0.2621352385
335	0.2618444886
336	0.2617305213
337	0.2615905154
338	0.2612755806
339	0.2610805073
340	0.2609031112
341	0.260580974
342	0.2604296465
343	0.2601471178
344	0.2598053213
345	0.259598487
346	0.2594197772
347	0.2593263195
348	0.2588666716
349	0.2585673816
350	0.2583101989
351	0.2580022563
352	0.2576452756
353	0.2574412061
354	0.2572165167
355	0.2568037811
356	0.2566094597
357	0.2564269708
358	0.2562438461
359	0.2558789366
360	0.2556850535
361	0.2553570065
362	0.2552502751
363	0.2550932094
364	0.2548585339
365	0.2546986697
366	0.2543617204
367	0.2541286998
368	0.2538009714
369	0.2535569565
370	0.2532448895
371	0.2531484692
372	0.2529668387
373	0.2527695253
374	0.2524977097
375	0.2522666084
376	0.2520571712
377	0.2518936499
378	0.251649598
379	0.251507388
380	0.2513912416
381	0.2511384584
382	0.250751611
383	0.2505352255
384	0.2503084712
385	0.2501091258
386	0.2498932978
387	0.2498059372
388	0.24946648
389	0.2490416497
390	0.2488558349
391	0.2486508468
392	0.2483665547
393	0.2481529829
394	0.247971031
395	0.2477737684
396	0.2474239667
397	0.2471882996
398	0.2468508613
399	0.2464040598
400	0.2462615079
401	0.2460974843
402	0.2457617986
403	0.2454908253
404	0.2453840003
405	0.2452029509
406	0.2449925635
407	0.2446626319
408	0.2443869026
409	0.2440763369
410	0.2438909627
411	0.2435275066
412	0.2433263665
413	0.2431211633
414	0.242805503
415	0.242573393
416	0.2423954449
417	0.2420013723
418	0.241763965
419	0.2415736843
420	0.2413095072
421	0.2410784215
422	0.2407179257
423	0.2406033454
424	0.2404188136
425	0.2400612275
426	0.2397867759
427	0.2395258137
428	0.2392830702
429	0.2390173881
430	0.2387100621
431	0.2385378932
432	0.2382787601
433	0.2380458723
434	0.2377362675
435	0.2374031233
436	0.2372294765
437	0.2369962689
438	0.2367423854
439	0.2364840906
440	0.2363466489
441	0.2361517948
442	0.2359484852
443	0.2357198203
444	0.2354687488
445	0.2351721449
446	0.2349257631
447	0.2347955243
448	0.2345391486
449	0.2343520929
450	0.2341374922
451	0.2339736734
452	0.2337214726
453	0.2333145906
454	0.2329425177
455	0.2327505982
456	0.2325185937
457	0.2321705753
458	0.2319523264
459	0.2317439482
460	0.2314618405
461	0.2311139788
462	0.2307951093
463	0.2305046116
464	0.2300944312
465	0.2299897109
466	0.22981919
467	0.2297582196
468	0.2295024389
469	0.2292213442
470	0.2290532016
471	0.2288642487
472	0.228653321
473	0.228531635
474	0.2282143741
475	0.2279843394
476	0.227655286
477	0.2274520498
478	0.227300295
479	0.2270209566
480	0.2268892332
481	0.2265316491
482	0.2262984325
483	0.2259480153
484	0.2257192278
485	0.2255752485
486	0.2252829546
487	0.2249361644
488	0.2247385552
489	0.2245064421
490	0.2242258544
491	0.2240643866
492	0.2237135654
493	0.2233677988
494	0.2230851361
495	0.2229141209
496	0.2227849196
497	0.2225459597
498	0.2223848455
499	0.22224387
500	0.2219923475
501	0.2218645926
502	0.2215911219
503	0.2214525399
504	0.2213093463
505	0.221068796
506	0.2209086491
507	0.2206382936
508	0.220338628
509	0.2200842856
510	0.2199670612
511	0.2197761046
512	0.2195300114
513	0.2192165313
514	0.2190912211
515	0.2187901476
516	0.2184896753
517	0.2182289492
518	0.2180606913
519	0.217744812
520	0.217668326
521	0.2175188194
522	0.2173513811
523	0.2170736941
524	0.2168037041
525	0.2165867027
526	0.2163347921
527	0.2161386228
528	0.2158930506
529	0.2156999577
530	0.2155826758
531	0.2154538969
532	0.2152052001
533	0.215081657
534	0.2148716691
535	0.214565823
536	0.2144269419
537	0.2141298852
538	0.2139720266
539	0.2137285892
540	0.2134905174
541	0.2131886192
542	0.2129625086
543	0.212783151
544	0.2125733842
545	0.2122989985
546	0.21206032
547	0.2119114012
548	0.2117743743
549	0.2116335098
550	0.2113457668
551	0.2111018988
552	0.2108310085
553	0.2105466951
554	0.2103852865
555	0.2101271829
556	0.2099722653
557	0.2097707624
558	0.2096310579
559	0.2094984726
560	0.209291215
561	0.2089739771
562	0.2086794213
563	0.2084505912
564	0.2082802253
565	0.2079981892
566	0.207868613
567	0.2077329636
568	0.2074723685
569	0.207362458
570	0.2072251831
571	0.2070961051
572	0.2070142853
573	0.2068059438
574	0.2064864211
575	0.206241437
576	0.2061054832
577	0.2058782036
578	0.2056671402
579	0.2055128218
580	0.2053085867
581	0.2049219697
582	0.2047555982
583	0.2045641284
584	0.2043972682
585	0.2042396644
586	0.2040169755
587	0.2038606632
588	0.2036240956
589	0.2034004307
590	0.2031278532
591	0.203003281
592	0.2028647493
593	0.2026197027
594	0.2024184578
595	0.2022533301
596	0.2020327208
597	0.2019143682
598	0.2015585211
599	0.2014134156
600	0.2012787438
601	0.2011004748
602	0.2008425566
603	0.2006752469
604	0.2005253467
605	0.2003277268
606	0.2001310649
607	0.1999755535
608	0.1997230585
609	0.1994633227
610	0.1993071321
611	0.1991709577
612	0.1990243397
613	0.1988074919
614	0.198628248
615	0.1984706528
616	0.1982653746
617	0.1980350852
618	0.1978775129
619	0.1977248952
620	0.1975116281
621	0.1973346565
622	0.1971037305
623	0.1969110045
624	0.1967638825
625	0.1966156863
626	0.1964522925
627	0.1962982659
628	0.1961061656
629	0.1958761118
630	0.1956523796
631	0.1954816366
632	0.1952592189
633	0.1951555895
634	0.1949612659
635	0.1948213727
636	0.1947064354
637	0.194433613
638	0.1942163703
639	0.1940936235
640	0.1938699945
641	0.1936541013
642	0.1934676977
643	0.1931947112
644	0.1929079052
645	0.1927264692
646	0.1925831519
647	0.1923753154
648	0.1921020163
649	0.1918861556
650	0.1917198396
651	0.191520958
652	0.1914224956
653	0.1911745993
654	0.1910111907
655	0.1907668025
656	0.1904749652
657	0.190307008
658	0.1901322287
659	0.1898794204
660	0.1896750173
661	0.189477477
662	0.1893489707
663	0.189092331
664	0.1889164399
665	0.188740321
666	0.1884859474
667	0.18838828
668	0.1882820348
669	0.1881695433
670	0.1879765713
671	0.1877892771
672	0.1876104453
673	0.1874497558
674	0.1872516153
675	0.1871003678
676	0.1869089782
677	0.1867260538
678	0.18663345
679	0.1864246802
680	0.1861649034
681	0.1859484056
682	0.1857615006
683	0.1855540951
684	0.1854524489
685	0.1852561443
686	0.1849252143
687	0.1847517498
688	0.184564769
689	0.1844673087
690	0.1843039534
691	0.1841192814
692	0.1838749599
693	0.1836988448
694	0.1835215483
695	0.183307229
696	0.1831892148
697	0.182970733
698	0.1828639804
699	0.1827674648
700	0.1826469855
701	0.1824437097
702	0.1822875502
703	0.1821469049
704	0.1819458107
705	0.181731965
706	0.1815130563
707	0.1812816222
708	0.1811483799
709	0.1809290257
710	0.1807642588
711	0.1806137301
712	0.1803951064
713	0.1802418681
714	0.1800157716
715	0.1798957928
716	0.1796947789
717	0.1796272952
718	0.1794523224
719	0.1793037975
720	0.1791309483
721	0.1789631376
722	0.1787114239
723	0.1785196544
724	0.1783654992
725	0.1782704277
726	0.1781051562
727	0.1779457984
728	0.1776946758
729	0.1775405767
730	0.1772933697
731	0.1771316119
732	0.1769865448
733	0.1768557586
734	0.1767017254
735	0.1765205785
736	0.1763697035
737	0.1761962154
738	0.1760538166
739	0.1758717594
740	0.1757167202
741	0.1756194877
742	0.1754446793
743	0.1753149498
744	0.1751800902
745	0.1750728553
746	0.174994497
747	0.174848602
748	0.1747675145
749	0.1746148313
750	0.1744696326
751	0.1743322268
752	0.1742241072
753	0.173999368
754	0.1738733489
755	0.173756756
756	0.1736303757
757	0.1734838202
758	0.1733446306
759	0.1731147143
760	0.1729370255
761	0.1727730892
762	0.1726311107
763	0.1725169721
764	0.1724111262
765	0.1722889589
766	0.172113617
767	0.1719571286
768	0.1718416653
769	0.1717259083
770	0.1715409955
771	0.1713543292
772	0.1711914672
773	0.1711094725
774	0.1709887775
775	0.170892161
776	0.1706321245
777	0.1704958345
778	0.1703631633
779	0.1702291925
780	0.1701058783
781	0.1699604686
782	0.1698482708
783	0.1697455416
784	0.1696065292
785	0.1694595384
786	0.1693308628
787	0.1691972512
788	0.1691010655
789	0.1689414686
790	0.1687428902
791	0.1685695985
792	0.1683442019
793	0.1682386593
794	0.16810174
795	0.1679429152
796	0.1678227109
797	0.1676848941
798	0.1675402371
799	0.1673889733
800	0.1672116158
801	0.1671286021
802	0.1670225857
803	0.1669858379
804	0.1668450804
805	0.1666650766
806	0.1664941885
807	0.1663700592
808	0.166212667
809	0.1660701822
810	0.1658592709
811	0.1656695558
812	0.1655104689
813	0.1653754417
814	0.1652732351
815	0.165127797
816	0.1650509908
817	0.1649358754
818	0.1647513529
819	0.1646239674
820	0.1645078042
821	0.1642713573
822	0.1641271316
823	0.1639886363
824	0.1638540946
825	0.1637179149
826	0.1635888778
827	0.1634815289
828	0.1633931723
829	0.163248767
830	0.1630740753
831	0.1629178467
832	0.1628133252
833	0.1627002202
834	0.1625727262
835	0.1624910784
836	0.1623861857
837	0.1622992512
838	0.162135355
839	0.1620117026
840	0.1618749354
841	0.1616906856
842	0.1615522202
843	0.1613864573
844	0.1612823859
845	0.1611976978
846	0.1610470808
847	0.1609505399
848	0.1608598214
849	0.1607456952
850	0.1606188795
851	0.1604015298
852	0.1602430752
853	0.1601395264
854	0.1600091523
855	0.1598153914
856	0.1596423401
857	0.1595357109
858	0.1594259728
859	0.1593002227
860	0.1592178031
861	0.1591087095
862	0.1590124806
863	0.158905214
864	0.1587925128
865	0.1587461931
866	0.1585795865
867	0.1584737345
868	0.1582510957
869	0.1581182317
870	0.1580145953
871	0.1578968675
872	0.1578524017
873	0.1577223762
874	0.1576181154
875	0.1575233113
876	0.1573861434
877	0.1572789884
878	0.1571120414
879	0.1569794083
880	0.1567681152
881	0.1566694998
882	0.1565535217
883	0.156408251
884	0.1562548634
885	0.1561270172
886	0.1559907096
887	0.1558786928
888	0.1557238749
889	0.1556164544
890	0.1555186206
891	0.1553641022
892	0.1552315537
893	0.1551107409
894	0.1550687869
895	0.1549790084
896	0.1548309212
897	0.1547160128
898	0.1545872551
899	0.1544430928
900	0.1542610064
901	0.1541866823
902	0.1540852764
903	0.1539730776
904	0.1539236089
905	0.1537733455
906	0.1536451111
907	0.1535531608
908	0.1534420726
909	0.1533480797
910	0.1532268834
911	0.1530462546
912	0.1529127208
913	0.1527566766
914	0.1526731469
915	0.1525754865
916	0.1524644137
917	0.152354402
918	0.1521901428
919	0.1520911746
920	0.1519770534
921	0.1518949123
922	0.151806058
923	0.1517193497
924	0.1515797681
925	0.1514116992
926	0.1512364876
927	0.1511428813
928	0.1510084318
929	0.1508338378
930	0.1507302355
931	0.1506146938
932	0.1504163948
933	0.1503202066
934	0.1502158093
935	0.1500181123
936	0.1498914213
937	0.1498667003
938	0.1497601729
939	0.1496263555
940	0.149524334
941	0.1494319811
942	0.1493578127
943	0.1493099078
944	0.1491244066
945	0.1490054324
946	0.1489078185
947	0.1487817893
948	0.148679694
949	0.1485703144
950	0.1484646285
951	0.1483512521
952	0.1482809477
953	0.1481220377
954	0.1480264217
955	0.1479355744
956	0.1478300423
957	0.1477348024
958	0.1476186934
959	0.1474935613
960	0.1473168301
961	0.1472181985
962	0.1471404734
963	0.147000763
964	0.1469246522
965	0.1468412703
966	0.1467336894
967	0.1466870325
968	0.1465936414
969	0.1464451319
970	0.1463652904
971	0.1463039251
972	0.1461561419
973	0.1460707285
974	0.1459218467
975	0.1457955077
976	0.145655048
977	0.1456041098
978	0.1455137383
979	0.1453856084
980	0.1452824824
981	0.1452088995
982	0.1450601487
983	0.1449039906
984	0.1448148273
985	0.1447069309
986	0.1446090749
987	0.1444126065
988	0.1443247018
989	0.1442062235
990	0.1441282274
991	0.1440433961
992	0.1438944185
993	0.1438516358
994	0.1437711834
995	0.143678065
996	0.1436014921
997	0.1434350065
998	0.1433202232
999	0.143248715
